Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),AccX (g),AccY (g),AccZ (g),Torque (N·m),Thrust (N),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Mechanical Power (W),Motor Efficiency (%),Propeller Mech. Efficiency (N/W),Overall Efficiency (N/W),Left Load Cell (mV),Right Load Cell (mV),Thrust Load Cell (mV),Vibration (g),Burst Current Cutoff (A),Pin State 1,Pin State 2,Pin State 3,Pin State 4,Debug 0,Debug 1,Debug 2,Debug 3,App message,
7.51465499999997,1000,,,,0,-0.048828125,-0.958984375,-0.12351190503258147,-18.452639924323698,16.029534065738176,0.01721782713879294,0,0,0.27599374665927273,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.11611628462568,0.05859375,0.01385907174573564,0,1,1,1,0,0,0,0,,
7.523479999999923,1000,,,,0,-0.046875,-0.9609375,-0.12351190503258147,-18.452639924323698,16.02953786997147,0.01781120469307121,0,0,0.2855053801373985,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.11611628462568,0.05859375,0.013899538767405822,0,1,1,1,0,0,0,0,,
7.538140000000014,1000,,,,0,-0.04296875,-0.953125,-0.12351190503258147,-18.45657149375722,16.02952038029745,0.016138426525825006,0,0,0.25869123690164486,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.1165189527164965,0.05859375,0.013829683230757672,0,1,1,1,0,0,0,0,,
7.547964999999968,1000,,,,0,-0.046875,-0.95703125,-0.12351190503258147,-18.45657149375722,16.029669087331076,0.016352611186375265,0,0,0.2621269460313839,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.1165189527164965,0.05859375,0.013847839330820871,0,1,1,1,0,0,0,0,,
7.563265000000014,1000,,,,0,-0.044921875,-0.9609375,-0.12351190503258147,-18.45657149375722,16.029760230903825,0.01677782710321457,0,0,0.26894454566008924,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.1165189527164965,0.05859375,0.013882056526680703,0,1,1,1,0,0,0,0,,
7.574125,1000,,,,0,-0.048828125,-0.9609375,-0.12351190503258147,-18.45657149375722,16.02980258891161,0.01645546175110249,0,0,0.2637778033795587,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.1165189527164965,0.05859375,0.013875288544118264,0,1,1,1,0,0,0,0,,
7.590079999999958,1000,,,,0,-0.046875,-0.95703125,-0.12351190503258147,-18.45657149375722,16.0299782058768,0.016559560307551624,0,0,0.2654493908289551,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.1165189527164965,0.05859375,0.013891426888913677,0,1,1,1,0,0,0,0,,
7.599880000000005,1000,,,,0,-0.048828125,-0.9609375,-0.12351190503258147,-18.45657149375722,16.030131956266157,0.016057022977413266,0,0,0.2573961971527323,0,0,0,0,-0.2138637334029294,-0.9478604388923896,1.1165189527164965,0.05859375,0.01387586020698911,0,1,1,1,0,0,0,0,,
7.621984999999986,1000,,,,0,-0.046875,-0.95703125,-0.12350064502352275,-18.45657149375722,16.029855408851482,0.015715439130520065,0,0,0.2519162169488433,0,0,0,0,-0.2140253207227486,-0.9476322453169505,1.1165189527164965,0.05859375,0.013873186507377733,0,1,1,1,0,0,0,0,,
7.634665000000037,1000,,,,0,-0.046875,-0.958984375,-0.12350064502352275,-18.45657149375722,16.029866258938252,0.015138483154850113,0,0,0.24266786033543694,0,0,0,0,-0.2140253207227486,-0.9476322453169505,1.1165189527164965,0.05859375,0.013850389796147305,0,1,1,1,0,0,0,0,,
